id,startup_name,slug,dpiit_recognized,registration_number,founded_year,founder_count,sector_id,state_id,city,funding_stage,total_funding_usd,valuation_usd,annual_revenue_inr,employee_count,women_led,sustainability_focus,ai_enabled,export_business,website,email,phone,linkedin_url,status,last_funding_date,growth_percentage,jobs_created,patents_filed,description,created_at,updated_at
444,GenomicsPlus Now,genomicsplus-now,No,DPIIT11588,2020,1,6,5,Chennai,Pre-Seed,568375,5723748,393625519,17,No,No,No,Yes,https://www.genomicsplus-now.co.in,hello@genomicsplus-now.io,+91-9082161191,https://linkedin.com/company/genomicsplus-now,Failed,2023-06-06,-65.12,17,1,"A pioneering SaaS startup based in Chennai, focused on sustainable growth.",2020-06-05 17:17:07,2023-08-03 11:24:39
445,RouteIQ,routeiq,No,DPIIT92304,2021,2,13,3,Rohini,Series C,1442638,639378304,274503207,166,No,No,Yes,No,https://www.routeiq.com,hello@routeiq.com,+91-9649957257,https://linkedin.com/company/routeiq,Failed,2022-10-22,-17.82,66,2,"A innovative Mobility startup based in Rohini, focused on digital transformation.",2021-08-27 02:22:58,2024-06-27 19:48:08
446,BioSynth Now,biosynth-now,No,DPIIT96023,2013,3,15,2,Mumbai,Seed,1088104,4752254,22941390,63,No,No,Yes,No,https://www.biosynth-now.io,hello@biosynth-now.io,+91-9244897079,https://linkedin.com/company/biosynth-now,Failed,2022-11-14,-54.43,48,5,"A innovative Robotics startup based in Mumbai, focused on digital transformation.",2014-05-28 16:48:46,2023-05-13 19:20:50
447,EduPath Solutions,edupath-solutions,No,DPIIT22931,2012,3,6,1,Hubballi,Seed,890089,10009453,91363570,114,No,No,Yes,Yes,https://www.edupath-solutions.co.in,hello@edupath-solutions.in,+91-7780796277,https://linkedin.com/company/edupath-solutions,Failed,2020-02-01,-59.52,109,4,"A innovative SaaS startup based in Hubballi, focused on digital transformation.",2013-01-15 02:51:33,2023-04-03 14:34:32
448,FarmByte Solutions,farmbyte-solutions,No,DPIIT28928,2021,1,12,7,Agra,Bootstrapped,1345120,4723846,168723451,111,No,Yes,No,Yes,https://www.farmbyte-solutions.co.in,hello@farmbyte-solutions.io,+91-9158594334,https://linkedin.com/company/farmbyte-solutions,Failed,,-63.51,76,0,"A innovative BioTech startup based in Agra, focused on scalable solutions.",2021-08-22 15:43:52,2024-08-09 01:02:45
449,CropLink Byte,croplink-byte,Yes,DPIIT68349,2019,3,11,6,Rajkot,Bootstrapped,0,4547907,337987097,168,No,No,No,No,https://www.croplink-byte.in,hello@croplink-byte.io,+91-9254133368,https://linkedin.com/company/croplink-byte,Active,,99.5,21,4,"A leading Cybersecurity startup based in Rajkot, focused on AI-driven insights.",2019-08-04 14:32:04,2023-12-28 18:04:20
450,EVolt Pro,evolt-pro,No,DPIIT12214,2014,3,12,1,Mangaluru,Series A,540607,73958059,383363506,3249,No,No,No,Yes,https://www.evolt-pro.in,hello@evolt-pro.com,+91-9549826831,https://linkedin.com/company/evolt-pro,Failed,2018-07-17,-43.24,1636,21,"A leading BioTech startup based in Mangaluru, focused on scalable solutions.",2014-04-28 20:50:42,2024-09-09 00:40:54
451,BioSynth Box,biosynth-box,Yes,DPIIT88117,2018,2,5,1,Bengaluru,Bootstrapped,0,4530019,281780666,169,No,Yes,Yes,Yes,https://www.biosynth-box.com,hello@biosynth-box.in,+91-9517436631,https://linkedin.com/company/biosynth-box,Active,,-17.39,35,1,"A emerging AI/ML startup based in Bengaluru, focused on scalable solutions.",2019-08-27 17:09:24,2024-07-20 19:57:14
452,UrbanRide Solutions,urbanride-solutions,No,DPIIT68470,2012,4,10,10,Panipat,Series B,787663,88120491,131250471,2640,No,Yes,Yes,No,https://www.urbanride-solutions.co.in,hello@urbanride-solutions.com,+91-7436202509,https://linkedin.com/company/urbanride-solutions,Failed,2021-06-08,-66.63,701,26,"A innovative DeepTech startup based in Panipat, focused on digital transformation.",2012-11-26 10:21:40,2023-02-13 21:54:49
453,RouteIQ Hub,routeiq-hub,Yes,DPIIT23719,2021,3,12,5,Chennai,Seed,1392646,6491290,257861132,163,No,Yes,Yes,No,https://www.routeiq-hub.co.in,hello@routeiq-hub.com,+91-9797744731,https://linkedin.com/company/routeiq-hub,Active,2024-10-15,95.14,28,24,"A innovative BioTech startup based in Chennai, focused on scalable solutions.",2022-10-26 10:54:03,2023-07-23 12:34:28
454,ClimaCare Ventures,climacare-ventures,No,DPIIT77158,2021,2,3,5,Salem,Series C,212065,1040639513,236101452,3739,No,No,Yes,No,https://www.climacare-ventures.io,hello@climacare-ventures.com,+91-7996013774,https://linkedin.com/company/climacare-ventures,Failed,2023-07-04,-36.07,3358,3,"A emerging EdTech startup based in Salem, focused on sustainable growth.",2021-01-23 02:27:13,2023-05-18 19:20:30
455,GenomicsPlus Byte,genomicsplus-byte,No,DPIIT37312,2017,2,7,4,Karimnagar,Bootstrapped,1581466,2978519,313615725,132,No,No,Yes,Yes,https://www.genomicsplus-byte.io,hello@genomicsplus-byte.io,+91-8581788162,https://linkedin.com/company/genomicsplus-byte,Failed,,-44.37,79,5,"A innovative E-Commerce startup based in Karimnagar, focused on scalable solutions.",2017-08-21 05:19:05,2024-01-20 23:23:04
456,ChargeUp Box,chargeup-box,No,DPIIT56758,2016,4,14,2,Pune,Series C,86433321,380134494,489757626,1748,No,No,Yes,Yes,https://www.chargeup-box.co.in,hello@chargeup-box.in,+91-9618896499,https://linkedin.com/company/chargeup-box,Acquired,2019-04-09,107.79,237,3,"A leading EV startup based in Pune, focused on AI-driven insights.",2016-01-04 10:00:10,2023-06-19 02:32:42
457,BioCore Plus,biocore-plus,No,DPIIT73812,2022,1,4,8,Kozhikode,Seed,4201127,11332369,450778174,75,Yes,No,Yes,No,https://www.biocore-plus.in,hello@biocore-plus.io,+91-8739754231,https://linkedin.com/company/biocore-plus,Acquired,2024-09-09,282.4,38,5,"A innovative AgriTech startup based in Kozhikode, focused on scalable solutions.",2022-01-30 04:27:54,2024-10-11 11:59:47
458,WindGen Plus,windgen-plus,No,DPIIT41524,2019,4,6,4,Karimnagar,Seed,4735831,10268056,224132205,101,No,No,Yes,Yes,https://www.windgen-plus.in,hello@windgen-plus.com,+91-7573977330,https://linkedin.com/company/windgen-plus,Active,2024-02-26,-19.45,89,5,"A innovative SaaS startup based in Karimnagar, focused on sustainable growth.",2020-09-20 18:34:02,2023-03-16 06:46:28
459,CogniSys Now,cognisys-now,No,DPIIT48504,2019,2,16,2,Nashik,Series A,17421337,27215504,51351696,3935,Yes,Yes,No,No,https://www.cognisys-now.in,hello@cognisys-now.in,+91-7269153193,https://linkedin.com/company/cognisys-now,Inactive,2019-10-23,281.27,1877,2,"A emerging ClimateTech startup based in Nashik, focused on sustainable growth.",2020-03-20 09:08:55,2024-01-21 01:07:35
460,YumTech Labs,yumtech-labs,No,DPIIT67497,2017,3,13,4,Hyderabad,Seed,3380735,14878332,420991319,197,No,No,No,No,https://www.yumtech-labs.com,hello@yumtech-labs.in,+91-9610721442,https://linkedin.com/company/yumtech-labs,Acquired,2024-03-18,216.56,13,0,"A innovative Mobility startup based in Hyderabad, focused on market disruption.",2017-11-28 00:11:47,2023-12-09 10:04:46
461,WindGen Labs,windgen-labs,No,DPIIT41614,2018,2,10,8,Kozhikode,Bootstrapped,395031,2145956,470764640,145,No,Yes,Yes,Yes,https://www.windgen-labs.io,hello@windgen-labs.in,+91-8185382334,https://linkedin.com/company/windgen-labs,Failed,,-79.94,98,23,"A leading DeepTech startup based in Kozhikode, focused on sustainable growth.",2019-12-05 15:18:37,2023-07-22 04:22:05
462,ClimaCare Solutions,climacare-solutions,Yes,DPIIT65695,2014,3,17,6,Rajkot,Series A,14892608,43600018,115705833,570,No,Yes,No,Yes,https://www.climacare-solutions.io,hello@climacare-solutions.io,+91-7221612995,https://linkedin.com/company/climacare-solutions,Active,2023-10-24,85.6,63,0,"A emerging FoodTech startup based in Rajkot, focused on scalable solutions.",2014-03-29 09:13:37,2023-03-28 10:05:04
463,SnackBox Labs,snackbox-labs,Yes,DPIIT53341,2013,1,6,3,Janakpuri,Series B,73699690,114517585,261857650,4543,No,No,No,No,https://www.snackbox-labs.com,hello@snackbox-labs.com,+91-8837446050,https://linkedin.com/company/snackbox-labs,Active,2023-03-26,213.42,1623,1,"A leading SaaS startup based in Janakpuri, focused on sustainable growth.",2013-09-27 05:45:47,2023-07-20 00:25:02
464,DataPulse Tech,datapulse-tech,Yes,DPIIT63589,2022,2,17,2,Pune,Series A,10624404,38427283,489527624,204,No,No,Yes,No,https://www.datapulse-tech.com,hello@datapulse-tech.in,+91-8373352319,https://linkedin.com/company/datapulse-tech,Active,2023-10-31,15.46,191,4,"A innovative FoodTech startup based in Pune, focused on digital transformation.",2022-04-08 12:27:57,2023-09-13 06:54:47
465,HydroGen Tech,hydrogen-tech,No,DPIIT37228,2014,4,11,2,Mumbai,Seed,3462501,7383038,99885839,175,Yes,No,No,No,https://www.hydrogen-tech.in,hello@hydrogen-tech.io,+91-7433915170,https://linkedin.com/company/hydrogen-tech,Inactive,2014-07-13,294.62,51,1,"A innovative Cybersecurity startup based in Mumbai, focused on sustainable growth.",2014-07-05 16:24:07,2023-08-08 05:15:46
466,QuantumTech Solutions,quantumtech-solutions,Yes,DPIIT32789,2018,4,10,2,Nashik,Angel,1408395,4665071,100681073,133,No,No,Yes,Yes,https://www.quantumtech-solutions.io,hello@quantumtech-solutions.com,+91-8878040608,https://linkedin.com/company/quantumtech-solutions,Active,2021-05-07,195.95,118,20,"A emerging DeepTech startup based in Nashik, focused on scalable solutions.",2018-10-11 21:36:35,2024-10-14 20:23:11
467,RideFast Hub,ridefast-hub,No,DPIIT61129,2014,4,13,8,Kozhikode,Bootstrapped,0,772717,180641485,181,No,Yes,No,No,https://www.ridefast-hub.com,hello@ridefast-hub.io,+91-8789093053,https://linkedin.com/company/ridefast-hub,Acquired,,78.98,108,2,"A leading Mobility startup based in Kozhikode, focused on sustainable growth.",2015-04-30 11:14:15,2024-02-19 18:44:23
468,AIcraft Solutions,aicraft-solutions,No,DPIIT30197,2020,2,13,9,Udaipur,Series A,10331476,31155405,182496657,1757,No,No,Yes,No,https://www.aicraft-solutions.co.in,hello@aicraft-solutions.io,+91-7647399946,https://linkedin.com/company/aicraft-solutions,Acquired,2023-04-03,308.64,611,0,"A pioneering Mobility startup based in Udaipur, focused on AI-driven insights.",2020-03-24 05:41:29,2024-10-22 22:59:26
469,DeepSight Box,deepsight-box,No,DPIIT80569,2020,2,11,5,Coimbatore,Angel,1702168,5999495,295489138,89,Yes,Yes,Yes,No,https://www.deepsight-box.in,hello@deepsight-box.io,+91-9613137625,https://linkedin.com/company/deepsight-box,Acquired,2024-03-14,132.79,71,5,"A leading Cybersecurity startup based in Coimbatore, focused on AI-driven insights.",2020-04-08 11:55:14,2024-11-20 16:05:06
470,CashFlow Byte,cashflow-byte,No,DPIIT10533,2019,1,15,4,Hyderabad,Pre-Seed,1013473,1617187,267880025,58,No,Yes,Yes,No,https://www.cashflow-byte.co.in,hello@cashflow-byte.io,+91-7082029532,https://linkedin.com/company/cashflow-byte,Acquired,2020-06-19,235.72,37,28,"A innovative Robotics startup based in Hyderabad, focused on AI-driven insights.",2019-10-09 18:13:07,2023-05-15 03:18:25
471,SunPower Byte,sunpower-byte,Yes,DPIIT28178,2023,4,13,2,Nashik,Seed,3694606,10205491,451074254,41,Yes,No,No,No,https://www.sunpower-byte.com,hello@sunpower-byte.com,+91-8698279928,https://linkedin.com/company/sunpower-byte,Active,2024-08-15,319.35,38,2,"A leading Mobility startup based in Nashik, focused on digital transformation.",2023-07-05 20:26:44,2024-01-28 22:18:36
472,PowerGrid India,powergrid-india,Yes,DPIIT84870,2015,1,1,5,Salem,Series A,19915058,59963717,118279891,2742,Yes,Yes,Yes,No,https://www.powergrid-india.io,hello@powergrid-india.io,+91-9512990442,https://linkedin.com/company/powergrid-india,Active,2021-09-23,333.7,140,0,"A innovative FinTech startup based in Salem, focused on scalable solutions.",2015-08-26 08:17:13,2024-05-02 21:26:53
473,CellBio Plus,cellbio-plus,Yes,DPIIT42905,2016,1,4,7,Kanpur,Angel,2862868,13446194,428962584,181,Yes,No,Yes,No,https://www.cellbio-plus.com,hello@cellbio-plus.in,+91-9483959567,https://linkedin.com/company/cellbio-plus,Active,2016-12-28,162.64,169,5,"A leading AgriTech startup based in Kanpur, focused on digital transformation.",2016-02-18 09:41:57,2023-06-15 01:09:33
474,PredictAI AI,predictai-ai,Yes,DPIIT75790,2021,2,13,8,Kochi,Bootstrapped,0,276659,402573924,23,No,No,No,No,https://www.predictai-ai.io,hello@predictai-ai.com,+91-7257327471,https://linkedin.com/company/predictai-ai,Active,,25.14,8,2,"A innovative Mobility startup based in Kochi, focused on digital transformation.",2022-03-12 01:44:30,2024-08-02 21:06:31
475,RetailX Pro,retailx-pro,No,DPIIT12126,2013,2,2,1,Hubballi,Pre-Seed,1507791,3091168,460138816,184,No,Yes,Yes,No,https://www.retailx-pro.com,hello@retailx-pro.com,+91-9236623655,https://linkedin.com/company/retailx-pro,Active,2024-02-12,195.7,144,5,"A leading HealthTech startup based in Hubballi, focused on sustainable growth.",2013-04-05 03:08:53,2024-06-30 14:54:40
476,PlatformX Ventures,platformx-ventures,No,DPIIT93512,2020,3,3,1,Hubballi,Series C,898101,593483912,235150777,3952,Yes,No,Yes,Yes,https://www.platformx-ventures.co.in,hello@platformx-ventures.com,+91-9480753102,https://linkedin.com/company/platformx-ventures,Failed,2022-01-24,-24.8,1174,1,"A innovative EdTech startup based in Hubballi, focused on scalable solutions.",2020-05-01 11:18:56,2023-02-19 02:45:15
477,SafeShield Ventures,safeshield-ventures,No,DPIIT19837,2018,3,14,2,Mumbai,Series B,49081120,123428832,209593708,594,No,Yes,Yes,No,https://www.safeshield-ventures.io,hello@safeshield-ventures.in,+91-7279192542,https://linkedin.com/company/safeshield-ventures,Active,2024-02-23,44.94,479,4,"A pioneering EV startup based in Mumbai, focused on market disruption.",2019-06-23 11:27:24,2024-09-11 09:32:36
478,GreenPath,greenpath,Yes,DPIIT62980,2017,2,14,3,Rohini,Series A,16130139,51165618,112780398,3045,Yes,Yes,No,No,https://www.greenpath.co.in,hello@greenpath.in,+91-7111198132,https://linkedin.com/company/greenpath,Active,2022-08-30,216.12,1062,3,"A leading EV startup based in Rohini, focused on AI-driven insights.",2017-01-24 21:02:05,2023-10-29 20:58:17
479,ClimaCare Labs,climacare-labs,No,DPIIT63631,2023,1,17,1,Hubballi,Series B,1731645,120704302,140949905,381,No,No,No,No,https://www.climacare-labs.com,hello@climacare-labs.in,+91-7582292772,https://linkedin.com/company/climacare-labs,Failed,2024-06-08,-35.33,276,1,"A leading FoodTech startup based in Hubballi, focused on AI-driven insights.",2024-02-22 05:12:32,2023-04-24 03:22:55
480,ChargePod Tech,chargepod-tech,Yes,DPIIT82645,2019,2,6,4,Hyderabad,Series B,39052777,62114717,288789673,2325,No,No,No,Yes,https://www.chargepod-tech.in,hello@chargepod-tech.in,+91-7437141113,https://linkedin.com/company/chargepod-tech,Active,2022-08-31,-8.18,474,1,"A pioneering SaaS startup based in Hyderabad, focused on digital transformation.",2019-11-18 06:20:49,2024-03-29 04:10:49
481,SunPower Tech,sunpower-tech,No,DPIIT49334,2021,1,14,12,Kolkata,Angel,603870,7116224,299781837,15,Yes,Yes,No,No,https://www.sunpower-tech.in,hello@sunpower-tech.in,+91-7331577038,https://linkedin.com/company/sunpower-tech,Failed,2023-08-10,-78.8,11,2,"A innovative EV startup based in Kolkata, focused on market disruption.",2021-04-08 20:16:18,2024-04-25 17:26:51
482,NanoTech Plus,nanotech-plus,No,DPIIT13268,2015,2,6,1,Bengaluru,Pre-Seed,1569420,7013712,498324129,161,No,No,No,No,https://www.nanotech-plus.com,hello@nanotech-plus.io,+91-7626674261,https://linkedin.com/company/nanotech-plus,Acquired,2015-04-03,343.1,26,1,"A emerging SaaS startup based in Bengaluru, focused on sustainable growth.",2015-09-03 23:25:38,2024-08-12 00:20:52
483,TasteBox Hub,tastebox-hub,Yes,DPIIT81201,2014,4,10,7,Varanasi,Series B,21399613,105212010,408785929,2329,Yes,No,Yes,Yes,https://www.tastebox-hub.co.in,hello@tastebox-hub.com,+91-7208181091,https://linkedin.com/company/tastebox-hub,Active,2020-06-16,112.94,1593,10,"A emerging DeepTech startup based in Varanasi, focused on AI-driven insights.",2014-09-04 07:28:48,2023-10-07 11:28:57
484,CloudNest India,cloudnest-india,No,DPIIT62228,2013,2,15,3,Dwarka,Series A,222864,27137989,357419012,4638,Yes,No,No,No,https://www.cloudnest-india.io,hello@cloudnest-india.in,+91-8294047804,https://linkedin.com/company/cloudnest-india,Failed,2019-09-15,-44.16,3768,24,"A emerging Robotics startup based in Dwarka, focused on scalable solutions.",2013-11-27 00:34:18,2024-11-22 05:15:47
485,LearnSphere Solutions,learnsphere-solutions,Yes,DPIIT24157,2023,1,17,1,Mangaluru,Pre-Seed,566919,1999225,43958538,121,No,No,No,No,https://www.learnsphere-solutions.co.in,hello@learnsphere-solutions.in,+91-9512380082,https://linkedin.com/company/learnsphere-solutions,Active,2023-05-10,106.54,120,0,"A emerging FoodTech startup based in Mangaluru, focused on scalable solutions.",2024-05-25 18:51:24,2023-01-16 05:17:10
486,GreenPath Labs,greenpath-labs,Yes,DPIIT60708,2016,2,8,20,Margao,Series B,61646593,305829964,182428607,4963,No,Yes,Yes,Yes,https://www.greenpath-labs.in,hello@greenpath-labs.io,+91-8868668773,https://linkedin.com/company/greenpath-labs,Active,2020-01-09,216.81,3215,1,"A leading Logistics startup based in Margao, focused on AI-driven insights.",2016-06-10 03:31:18,2023-06-10 19:08:53
487,PayZen,payzen,No,DPIIT10649,2017,2,15,2,Nashik,Series A,17903333,38722091,486960804,1026,No,No,Yes,No,https://www.payzen.io,hello@payzen.com,+91-7925345701,https://linkedin.com/company/payzen,Active,2024-09-04,203.53,250,26,"A innovative Robotics startup based in Nashik, focused on market disruption.",2017-06-10 16:02:19,2024-06-28 11:00:11
488,FarmByte,farmbyte,No,DPIIT54773,2021,4,4,3,New Delhi,Series B,1367089,160094224,114626809,3111,No,No,Yes,No,https://www.farmbyte.in,hello@farmbyte.in,+91-8617368386,https://linkedin.com/company/farmbyte,Failed,2022-04-08,-67.13,2932,5,"A pioneering AgriTech startup based in New Delhi, focused on AI-driven insights.",2021-03-07 16:47:23,2023-12-29 19:19:00
489,TrackShip Pro,trackship-pro,No,DPIIT47740,2015,4,8,8,Thiruvananthapuram,Pre-Seed,1221690,3654500,74399073,195,No,Yes,No,Yes,https://www.trackship-pro.io,hello@trackship-pro.in,+91-7841004887,https://linkedin.com/company/trackship-pro,Acquired,2015-12-06,102.65,175,4,"A leading Logistics startup based in Thiruvananthapuram, focused on digital transformation.",2016-11-17 14:31:27,2024-03-06 22:27:21
490,GreenPath Ventures,greenpath-ventures,No,DPIIT30431,2020,4,14,1,Hubballi,Pre-Seed,555580,4120670,309968482,45,No,Yes,Yes,Yes,https://www.greenpath-ventures.co.in,hello@greenpath-ventures.in,+91-9688922611,https://linkedin.com/company/greenpath-ventures,Inactive,2020-06-26,274.95,37,5,"A emerging EV startup based in Hubballi, focused on digital transformation.",2021-01-30 20:52:30,2024-10-09 13:13:21
491,EcoBalance Tech,ecobalance-tech,Yes,DPIIT50837,2018,3,4,1,Hubballi,Series A,14827652,32664314,39446571,1180,No,Yes,Yes,Yes,https://www.ecobalance-tech.in,hello@ecobalance-tech.in,+91-8445909567,https://linkedin.com/company/ecobalance-tech,Active,2023-10-18,11.0,505,4,"A innovative AgriTech startup based in Hubballi, focused on scalable solutions.",2019-12-21 22:04:13,2023-05-27 08:27:22
492,QuantumTech Plus,quantumtech-plus,No,DPIIT37565,2023,4,13,5,Salem,Series B,28510071,107021543,406319140,4435,Yes,No,Yes,Yes,https://www.quantumtech-plus.com,hello@quantumtech-plus.in,+91-9866027123,https://linkedin.com/company/quantumtech-plus,Active,2023-09-22,106.72,250,3,"A pioneering Mobility startup based in Salem, focused on scalable solutions.",2024-12-18 13:25:18,2023-07-08 13:28:55
493,WealthApp Labs,wealthapp-labs,No,DPIIT61413,2017,2,3,9,Udaipur,Bootstrapped,0,4092397,99289627,76,No,No,No,No,https://www.wealthapp-labs.co.in,hello@wealthapp-labs.in,+91-8117454757,https://linkedin.com/company/wealthapp-labs,Inactive,,331.57,69,3,"A pioneering EdTech startup based in Udaipur, focused on market disruption.",2018-03-13 05:10:17,2024-08-14 09:45:23
494,B2BSaaS India,b2bsaas-india,No,DPIIT68629,2018,3,5,1,Hubballi,Angel,2233404,8203708,70585915,150,No,No,Yes,No,https://www.b2bsaas-india.in,hello@b2bsaas-india.io,+91-7993920032,https://linkedin.com/company/b2bsaas-india,Acquired,2021-09-01,300.56,83,5,"A leading AI/ML startup based in Hubballi, focused on market disruption.",2019-03-28 18:49:13,2023-09-21 21:56:17
